hora,nova_cabeceira,antiga_cabeceira,aero
1662824844000,20L,02R,RJ
1662825071000,20L,08,RJ
1662825634000,33,15,KP
1662825709000,02R,20R,RJ
1662844745000,33,12,KP
1662845404000,10,17,SV
1662845446000,17R,33,SP
1662845849000,17R,35L,SP
1662846153000,15,33,KP
1662846352000,33,15,KP
1662846497000,15,33,KP
1662847177000,17,10,SV
1662847423000,10R,28L,GR
1662825943000,33,16,KP
1662825995000,20L,02R,RJ
1662826568000,10,17,SV
1662826801000,18,21,RF
1662847722000,15,33,KP
1662848341000,17R,28,SP
1662855424000,15,34,KP
1662850736000,10,17,SV
1662863093000,17,10,SV
1662863570000,34,16,CF
1662864596000,10,17,SV
1662865922000,17,10,SV
1662906350000,10,17,SV
1662906441000,21,14,FL
1662866019000,16,34,CF
1662866702000,10,17,SV
1662869437000,15,18,KP
1662869619000,17,10,SV
1662907699000,14,21,FL
1662894040000,17R,35L,SP
1662907869000,17,10,SV
1662921865000,17,10,SV
1662922414000,10,17,SV
1662909056000,21,14,FL
1662909215000,14,33,FL
1662922835000,17,10,SV
1662895667000,10,17,SV
1662923256000,10,17,SV
1662909851000,35,17,SV
1662909937000,15,14,KP
1662910701000,14,21,FL
1662924028000,14,23,FL
1662924127000,15,26,GL
1662924614000,21,07,FL
1662925183000,14,21,FL
1662925667000,17,10,SV
1662927160000,10,17,SV
1662927533000,15,23,KP
1662927748000,17,10,SV
1662927975000,10,17,SV
1662929348000,15,16,KP
1662911658000,10,35,SV
1662912483000,14,21,FL
1662912733000,17,10,SV
1662913504000,10,17,SV
1662915869000,17,10,SV
1662916022000,10,17,SV
1662916783000,17,10,SV
1662916935000,14,07,FL
1662931379000,17,10,SV
1662931594000,14,07,FL
1662931690000,10,17,SV
1662917501000,10,17,SV
1662898972000,20L,23,RJ
1662918544000,15,33,KP
1662918571000,21,14,FL
1662918963000,17,10,SV
1662919765000,14,21,FL
1662937654000,17,10,SV
1662943271000,02R,20L,RJ
1662943687000,10,17,SV
1662946403000,17,10,SV
1662946723000,10,17,SV
1662951248000,17,10,SV
1662951616000,10,17,SV
1662952068000,32,14,FL
1662920000000,15,16,KP
1662920027000,21,14,FL
1662920154000,10,17,SV
1662920181000,14,21,FL
1662920433000,16,13,CF
1662920443000,21,14,FL
1662974108000,20L,02R,RJ
1662976588000,17R,16,SP
1662977037000,02R,20L,RJ
1662977585000,17R,12,SP
1662978165000,28,10,SV
1662900189000,29,11,PA
1662978425000,17R,15,SP
1662979068000,20L,02R,RJ
1662979220000,02R,20L,RJ
1662979704000,15,21,GL
1662979725000,15,08,GL
1662900799000,17,10,SV
1662980422000,15,08,GL
1662980493000,15,08,GL
1662901191000,15,33,KP
1662980742000,15,17R,KP
1662980751000,17R,15,SP
1662980951000,15,08,GL
1662901252000,10,17,SV
1662901421000,16,13,CF
1662981852000,10L,09,GR
1662902011000,15,30,KP
1662982020000,20L,02R,RJ
1662982436000,17,28,SV
1662902269000,17,10,SV
1662902495000,10,17,SV
1662902832000,17,10,SV
1662983209000,28,17,SV
1662984252000,10,28,SV
1662903057000,10,17,SV
1662903762000,17,10,SV
1662985901000,15,13,GL
1662999804000,17,10,SV
1663000036000,10,17,SV
1663000374000,11R,17R,BR
1663000424000,17R,11R,SP
1662987374000,17,10,SV
1662903762000,14,23,FL
1663000931000,17,10,SV
1662903770000,11,29,PA
1663001189000,10,17,SV
1662988789000,10,17,SV
1662988851000,16,13,CF
1662903867000,16,13,CF
1662903941000,10,17,SV
1662904824000,14,07,FL
1662990388000,17,10,SV
1662990521000,10,17,SV
1662990795000,15,17,KP
1663002912000,34,16,CF
1663003159000,03,32,FL
1663003779000,17,10,SV
1663003916000,10R,16,GR
1663003970000,10,12,SV
1662991940000,17,10,SV
1662992766000,10,17,SV
1663004605000,32,03,FL
1662904981000,17,10,SV
1663005131000,29,11,PA
1662905575000,10,17,SV
1663005349000,20L,21,RJ
1663005356000,20L,02R,RJ
1662993809000,20L,16,RJ
1662994976000,17,10,SV
1662995207000,10,17,SV
1662905867000,17,10,SV
1662995503000,17R,16,SP
1663007042000,10,12,SV
1663007062000,11R,21,BR
1663007126000,17,10,SV
1662996581000,20L,16,RJ
1662996612000,17,10,SV
1663012669000,17R,16,SP
1662996793000,10,17,SV
1662997172000,35,10,SV
1662997591000,03,32,FL
1662997761000,10,35,SV
1662998352000,32,03,FL
1663008515000,15,18,KP
1663013104000,10,17,SV
1663010252000,10,17,SV
1663010282000,16,34,CF
1663010305000,17,10,SV
1663010481000,10,17,SV
1663010578000,15,07,GL
1663013310000,15,11R,CT
1663010782000,16,13,CF
1663010827000,11R,14,BR
1663013597000,17,10,SV
1663011161000,17,10,SV
1663068963000,32,14,FL
1663069366000,17,10,SV
1663014282000,15,10,GL
1663069701000,02R,20L,RJ
1663011728000,10,17,SV
1663011894000,18,21,RF
1663011897000,17,10,SV
1663014500000,11R,15,BR
1663070253000,10,17,SV
1663070627000,15,08,GL
1663015149000,10,17,SV
1663015821000,11,08,PA
1663071533000,10L,02,GR
1663071795000,15,28,KP
1663015990000,17,10,SV
1663072125000,17,10,SV
1663016019000,17R,13,SP
1663072519000,10,17,SV
1663079564000,34,16,CF
1663016312000,10,17,SV
1663080266000,14,21,FL
1663072884000,20L,02R,RJ
1663016328000,33,15,CT
1663073115000,17,10,SV
1663081132000,17,10,SV
1663073314000,10,17,SV
1663016924000,17,10,SV
1663074221000,35L,17R,SP
1663074225000,15,21,GL
1663074445000,17,10,SV
1663075115000,10,17,SV
1663075200000,15,36,GL
1663075869000,35L,16,SP
1663075953000,17,10,SV
1663076351000,03,32,FL
1663081703000,33,36,CT
1663082526000,15,27,GL
1663083015000,21,14,FL
1663083442000,10,17,SV
1663083819000,17,10,SV
1663084083000,10,17,SV
1663084295000,11L,32,BR
1663084998000,14,21,FL
1663085825000,21,14,FL
1663076841000,15,08,GL
1663076923000,10,17,SV
1663077199000,15,36,GL
1663077680000,10,14,SV
1663077683000,03,15,FL
1663086129000,21,25,FL
1663086417000,17,10,SV
1663087279000,10,17,SV
1663078089000,21,03,FL
1663087486000,29L,11R,BR
1663017550000,10R,16,GR
1663088158000,02R,20L,RJ
1663019157000,15,18,KP
1663088260000,17,10,SV
1663088350000,10,17,SV
1663088781000,17,10,SV
1663078616000,17,12,SV
1663078782000,20L,21,RJ
1663089173000,10,17,SV
1663079289000,10,17,SV
1663019290000,10,17,SV
1663019434000,17,10,SV
1663089704000,14,21,FL
1663089860000,17,10,SV
1663089984000,10,17,SV
1663019817000,10,17,SV
1663090277000,21,14,FL
1663019864000,10R,16,GR
1663090879000,14,21,FL
1663090963000,17,10,SV
1663021162000,18,15,RF
1663091267000,10,17,SV
1663021934000,15,33,CT
1663027017000,11L,32,BR
1663091923000,18,15,RF
1663091982000,20L,02R,RJ
1663092308000,17,10,SV
1663092356000,02R,20L,RJ
1663092932000,34,13,CF
1663093162000,33,36,KP
1663029547000,02R,20L,RJ
1663092646000,11L,29L,BR
1663092822000,33,15,KP
1663031869000,17,10,SV
1663033098000,10,17,SV
1663036365000,15,07,KP
1663094844000,21,14,FL
1663094956000,02R,03,RJ
1663038099000,15,33,KP
1663059301000,29,11,PA
1663095362000,28L,10R,GR
1663095398000,10,12,SV
1663104774000,15,33,KP
1663104814000,10,17,SV
1663104949000,15,21,GL
1663104965000,17,10,SV
1663105295000,10,17,SV
1663060594000,20L,02R,RJ
1663095986000,10,12,SV
1663096066000,18,16L,RF
1663107190000,21,07,FL
1663061411000,15,08,GL
1663107306000,14,21,FL
1663096643000,17,10,SV
1663061420000,15,08,GL
1663109336000,17,10,SV
1663062778000,33,15,CT
1663110434000,15,33,CT
1663111948000,10,17,SV
1663097483000,10,17,SV
1663097940000,21,07,FL
1663112343000,02R,20L,RJ
1663065210000,14,32,FL
1663113556000,17,10,SV
1663114723000,10,17,SV
1663117175000,17R,35L,SP
1663121692000,11,13,PA
1663125948000,17,10,SV
1663127555000,10,17,SV
1663098162000,14,21,FL
1663098302000,17,10,SV
1663099062000,10,17,SV
1663099179000,17,10,SV
1663099942000,35R,17,SP
1663100340000,21,14,FL
1663100436000,10,17,SV
1663146674000,20L,02R,RJ
1663147967000,15,26,GL
1663149557000,15,08,GL
1663065237000,17,10,SV
1663101258000,02R,09,RJ
1663101318000,17,10,SV
1663065734000,15,23,GL
1663101412000,14,21,FL
1663151805000,15,03,GL
1663066329000,15,21,GL
1663152175000,15,26,GL
1663152514000,14,07,FL
1663102227000,20L,02R,RJ
1663102471000,11,29,PA
1663152678000,17,10,SV
1663067150000,10,17,SV
1663152826000,21,14,FL
1663153307000,10,17,SV
1663103741000,10,17,SV
1663103890000,16,34,CF
1663104409000,10R,28L,GR
1663104526000,17,10,SV
1663104671000,21,14,FL
1663153881000,17,10,SV
1663154200000,10,17,SV
1663067618000,17,10,SV
1663154352000,17,10,SV
1663154521000,10,17,SV
1663068045000,10,17,SV
1663175534000,17,13,SV
1663155178000,14,21,FL
1663155391000,02R,20L,RJ
1663156181000,21,14,FL
1663156719000,15,16,KP
1663157015000,20L,02R,RJ
1663157270000,17R,18,SP
1663158101000,16,15,CF
1663158502000,14,21,FL
1663161481000,11L,26,BR
1663161591000,14,21,FL
1663158720000,21,14,FL
1663176090000,20L,02R,RJ
1663159932000,29,11,PA
1663160086000,17,10,SV
1663161624000,10,17,SV
1663162634000,34,16,CF
1663160226000,10,17,SV
1663176961000,17,10,SV
1663160452000,17,10,SV
1663160640000,10,17,SV
1663160777000,17,10,SV
1663163257000,11R,14,BR
1663163448000,21,14,FL
1663163473000,17,10,SV
1663163656000,18,26,RF
1663163665000,11L,32,BR
1663164441000,14,21,FL
1663164889000,11R,32,BR
1663164900000,10,17,SV
1663165452000,17,10,SV
1663165625000,03,14,FL
1663165787000,14,03,FL
1663166224000,10,17,SV
1663189563000,21,14,FL
1663191311000,15,21,GL
1663192640000,28L,10R,GR
1663193243000,14,21,FL
1663196155000,16,34,CF
1663166449000,17,10,SV
1663198731000,11L,29R,BR
1663177200000,14,21,FL
1663177675000,02R,20L,RJ
1663207513000,10R,28L,GR
1663177897000,02R,15,RJ
1663178021000,10,17,SV
1663168803000,29R,11L,BR
1663169160000,10,17,SV
1663178197000,17,10,SV
1663169530000,15,12,GL
1663170031000,21,14,FL
1663228327000,33,15,GL
1663231598000,15,33,GL
1663232140000,11,10R,PA
1663232267000,10R,11,GR
1663233745000,02R,20L,RJ
1663235960000,29R,11L,BR
1663236397000,20L,02R,RJ
1663170571000,14,21,FL
1663170581000,21,23,FL
1663171138000,17,10,SV
1663171162000,21,14,FL
1663171721000,14,21,FL
1663171728000,20L,13,RJ
1663178246000,15,09,GL
1663172186000,15,33,KP
1663238499000,17,10,SV
1663238529000,02R,20L,RJ
1663178694000,02R,17R,RJ
1663240063000,17R,02R,SP
1663240287000,02R,17R,RJ
1663172791000,10,17,SV
1663172995000,15,17,KP
1663240446000,20L,02R,RJ
1663240655000,02R,20L,RJ
1663173799000,15,26,GL
1663173827000,15,02R,GL
1663174022000,17,10,SV
1663174230000,10,17,SV
1663240681000,10,17,SV
1663240943000,17,10,SV
1663241469000,10,17,SV
1663178751000,17R,02R,SP
1663175053000,21,14,FL
1663175287000,02R,20L,RJ
1663179048000,29L,32,BR
1663243862000,18,12,RF
1663244354000,29L,08,BR
1663179074000,10,17,SV
1663179250000,17,10,SV
1663246184000,14,25,FL
1663179533000,10,17,SV
1663246342000,03,25,FL
1663180264000,20L,02R,RJ
1663247185000,17,10,SV
1663249686000,10,17,SV
1663249904000,21,14,FL
1663250140000,20L,02R,RJ
1663247862000,14,03,FL
1663251018000,14,21,FL
1663180523000,17,10,SV
1663251566000,21,14,FL
1663251889000,14,21,FL
1663248641000,21,14,FL
1663248663000,10,17,SV
1663180735000,16,13,CF
1663182302000,10,17,SV
1663248965000,14,21,FL
1663249176000,17,10,SV
1663252324000,15,10,KP
1663252328000,14,07,FL
1663252373000,17,10,SV
1663252402000,21,14,FL
1663252552000,14,21,FL
1663253475000,14,25,FL
1663253778000,03,14,FL
1663254010000,14,03,FL
1663266255000,29L,06L,BR
1663266324000,14,21,FL
1663182887000,15,26,GL
1663267520000,14,07,FL
1663183374000,17,10,SV
1663267738000,10,17,SV
1663268127000,15,35L,KP
1663256459000,29R,14,BR
1663256597000,10,17,SV
1663269225000,17,10,SV
1663183495000,10,17,SV
1663269710000,17R,20L,SP
1663184043000,17,10,SV
1663269997000,10,17,SV
1663270213000,32,15,FL
1663270336000,20L,17R,RJ
1663270363000,17,10,SV
1663270829000,16,13,CF
1663270893000,10,17,SV
1663258959000,21,14,FL
1663260332000,17,10,SV
1663271145000,17,10,SV
1663184228000,10,17,SV
1663271589000,10,17,SV
1663271712000,17,10,SV
1663260709000,10,17,SV
1663260792000,15,18,KP
1663260842000,14,21,FL
1663184669000,15,26,GL
1663262761000,17,10,SV
1663262831000,10R,12,GR
1663272174000,18,09,RF
1663272463000,03,14,FL
1663272579000,14,03,FL
1663272904000,10,17,SV
1663273007000,11L,29L,BR
1663263077000,10,17,SV
1663184848000,11,29,PA
1663273271000,17,10,SV
1663273561000,18,05,RF
1663184915000,17,10,SV
1663185154000,21,14,FL
1663274538000,10,17,SV
1663274650000,17,10,SV
1663264726000,18,15,RF
1663265192000,29L,14,BR
1663265194000,17,10,SV
1663265398000,14,33,FL
1663265445000,21,14,FL
1663275111000,10,17,SV
1663275280000,17,10,SV
1663186720000,20L,26,RJ
1663275975000,15,11,KP
1663276993000,10,17,SV
1663277255000,21,14,FL
1663265613000,14,21,FL
1663265901000,21,14,FL
1663278368000,14,21,FL
1663187136000,14,21,FL
1663187238000,10,17,SV
1663187396000,17,10,SV
1663285475000,18,07,RF
1663285738000,20L,15,RJ
1663187564000,10,17,SV
1663285912000,15,20L,KP
1663290725000,29L,11R,BR
1663292361000,20L,10,RJ
1663292811000,10,20L,SV
1663293713000,20L,10,RJ
1663294878000,10,20L,SV
1663297053000,17,10,SV
1663299401000,34,16,CF
1663300644000,10,17,SV
1663300780000,16,34,CF
1663321373000,17R,10R,SP
1663322698000,21,29,FL
1663326036000,15,19,KP
1663327247000,17,10,SV
1663327845000,10,17,SV
1663187655000,16,34,CF
1663328121000,11R,29L,BR
1663328301000,18,05,RF
1663187774000,15,21,GL
1663328369000,17,10,SV
1663187843000,34,16,CF
1663188391000,14,25,FL
1663328725000,29R,11R,BR
1663328738000,11R,29R,BR
1663361009000,10,17,SV
1663329100000,10,17,SV
1663329163000,29,15,CT
1663330259000,15,29,CT
1663331016000,18,15,RF
1663343107000,17,10,SV
1663362116000,11,13,PA
1663343441000,20L,17,RJ
1663343652000,10,17,SV
1663344647000,17,10,SV
1663362674000,17,10,SV
1663333218000,17,10,SV
1663364601000,29L,11L,BR
1663333889000,10,17,SV
1663345937000,16,13,CF
1663346074000,10,17,SV
1663365444000,11L,29R,BR
1663347430000,15,30,KP
1663365531000,29L,11L,BR
1663348108000,14,07,FL
1663365843000,10,17,SV
1663366883000,17,10,SV
1663366890000,10,17,SV
1663349176000,11,08,PA
1663349217000,18,13,RF
1663349250000,21,14,FL
1663338243000,15,16,KP
1663366963000,21,07,FL
1663349677000,14,21,FL
1663367722000,11L,29L,BR
1663349777000,21,14,FL
1663349821000,15,07,KP
1663373352000,29R,11L,BR
1663350678000,15,16,KP
1663340211000,17,10,SV
1663374985000,11L,29R,BR
1663375484000,17,10,SV
1663341639000,21,14,FL
1663342008000,10,17,SV
1663350995000,17R,11,SP
1663351541000,14,21,FL
1663342368000,14,21,FL
1663342724000,16,13,CF
1663376219000,10,17,SV
1663352959000,17,10,SV
1663380401000,17,10,SV
1663353594000,10,17,SV
1663381044000,10,17,SV
1663381362000,17,10,SV
1663354828000,15,19,KP
1663382651000,10,17,SV
1663355500000,11R,09,BR
1663384265000,29L,11L,BR
1663356223000,35,10,SV
1663386022000,15,02,KP
1663356425000,10,35,SV
1663356432000,11,21,PA
1663420998000,17R,16,SP
1663386483000,17,10,SV
1663421073000,10,17,SV
1663421128000,15,16,KP
1663387208000,16,13,CF
1663388965000,10,17,SV
1663389358000,17,10,SV
1663390191000,10,17,SV
1663421967000,15,18,CT
1663421973000,15,17,KP
1663358253000,17,10,SV
1663403192000,32,14,FL
1663422514000,17,10,SV
1663422749000,10,17,SV
1663359332000,15,14,KP
1663359564000,18,15,RF
1663405838000,11L,29R,BR
1663423222000,15,21,GL
1663406578000,02R,20L,RJ
1663360330000,14,15,FL
1663411144000,17,10,SV
1663423719000,17,10,SV
1663411910000,02R,21,RJ
1663424322000,10,17,SV
1663411919000,10,17,SV
1663424459000,17R,16,SP
1663424488000,17,10,SV
1663414040000,17,10,SV
1663424769000,17R,36,SP
1663424812000,10,17,SV
1663425227000,21,07,FL
1663435529000,17,10,SV
1663415009000,10,17,SV
1663435625000,10,17,SV
1663426065000,14,21,FL
1663435837000,15,23,GL
1663426644000,17,10,SV
1663415212000,21,32,FL
1663436366000,17,10,SV
1663436538000,15,08,CT
1663417356000,15,16,KP
1663437080000,15,23,GL
1663437768000,10,17,SV
1663438182000,17R,14,SP
1663438401000,17,10,SV
1663438469000,17R,18,SP
1663427674000,03,14,FL
1663427769000,21,03,FL
1663427853000,20L,02R,RJ
1663428243000,10,17,SV
1663428754000,14,15,FL
1663430038000,14,07,FL
1663430307000,03,14,FL
1663417718000,14,21,FL
1663431463000,14,03,FL
1663431944000,03,14,FL
1663439322000,17R,12,SP
1663439421000,17R,12,SP
1663432109000,17,10,SV
1663418026000,17,10,SV
1663432682000,10,17,SV
1663433207000,14,03,FL
1663439935000,10,17,SV
1663440110000,11L,14,BR
1663441230000,17,10,SV
1663441396000,17R,07,SP
1663418399000,11R,14,BR
1663433495000,35,10,SV
1663433543000,03,14,FL
1663433725000,10,35,SV
1663434271000,14,03,FL
1663442570000,10,17,SV
1663442677000,21,14,FL
1663442801000,14,21,FL
1663434758000,17,10,SV
1663434876000,10,17,SV
1663443296000,17R,12,SP
1663444335000,11,08,PA
1663445306000,29R,11L,BR
1663445550000,17,10,SV
1663445748000,21,05,FL
1663445921000,14,21,FL
1663446657000,10,17,SV
1663448044000,21,14,FL
1663449093000,14,21,FL
1663449713000,29R,14,BR
1663450010000,21,14,FL
1663450567000,14,21,FL
1663435065000,17,10,SV
1663435187000,10,17,SV
1663494116000,32,14,FL
1663496640000,15,22,KP
1663497084000,02R,20L,RJ
1663418733000,10,17,SV
1663497793000,15,16,KP
1663499204000,15,17,KP
1663453057000,21,07,FL
1663457682000,17R,07,SP
1663457692000,11L,29R,BR
1663458127000,17,10,SV
1663458528000,10,17,SV
1663501659000,15,14,KP
1663501961000,17,10,SV
1663502203000,16,13,CF
1663418833000,10R,17,GR
1663418999000,17,10,SV
1663503507000,10,17,SV
1663419120000,11L,12,BR
1663419400000,15,18,CT
1663419974000,17R,15,SP
1663505742000,17,10,SV
1663514574000,32,03,FL
1663530473000,03,07,FL
1663515852000,03,32,FL
1663516997000,10,17,SV
1663517048000,32,03,FL
1663517929000,15,26,CT
1663518196000,16,13,CF
1663507074000,32,05,FL
1663507102000,10,17,SV
1663507361000,17,10,SV
1663507579000,10,17,SV
1663508562000,17,10,SV
1663508717000,10,17,SV
1663531309000,15,17R,KP
1663509077000,17,10,SV
1663509723000,03,32,FL
1663509980000,10,17,SV
1663521255000,03,32,FL
1663521304000,15,26,CT
1663531437000,17,10,SV
1663510514000,15,02R,GL
1663510814000,02L,15,RJ
1663510920000,15,08,CT
1663521666000,21,03,FL
1663511205000,18,03,RF
1663521812000,32,21,FL
1663511693000,17,10,SV
1663531614000,03,15,FL
1663512035000,21,03,FL
1663512078000,32,21,FL
1663531894000,10,17,SV
1663512511000,17R,03,SP
1663512781000,17R,16,SP
1663523016000,15,26,CT
1663523412000,20L,23,RJ
1663523844000,20L,21,RJ
1663532040000,29L,11L,BR
1663524239000,17,10,SV
1663524406000,15,21,GL
1663524625000,10,17,SV
1663513658000,20L,02R,RJ
1663513913000,03,32,FL
1663525053000,20L,21,RJ
1663532933000,32,15,FL
1663525945000,17,10,SV
1663583734000,15,33,CT
1663584387000,15,21,GL
1663534255000,15,20L,GL
1663584900000,17,10,SV
1663585117000,17R,35L,SP
1663585218000,10,17,SV
1663585720000,15,21,GL
1663527370000,16,13,CF
1663528000000,10,17,SV
1663528009000,16,13,CF
1663528142000,32,07,FL
1663528874000,03,32,FL
1663529017000,32,11,FL
1663586091000,15,34,KP
1663534414000,20L,15,RJ
1663534658000,03,32,FL
1663529543000,32,07,FL
1663534850000,32,03,FL
1663529708000,17,10,SV
1663529977000,10,17,SV
1663535138000,11L,29R,BR
1663537245000,17R,16,SP
1663588942000,17,10,SV
1663589215000,29,11,PA
1663590223000,10,17,SV
1663537437000,10R,12,GR
1663538270000,17,10,SV
1663590848000,17,10,SV
1663591092000,15,07,KP
1663538689000,10,17,SV
1663539895000,21,32,FL
1663596424000,17,10,SV
1663540416000,29R,11L,BR
1663596665000,15,21,CT
1663592414000,15,16,KP
1663540549000,32,21,FL
1663592722000,15,16,KP
1663540599000,03,32,FL
1663541185000,32,03,FL
1663592993000,10,17,SV
1663541593000,17,10,SV
1663541849000,10,17,SV
1663593963000,15,12,KP
1663547637000,17,10,SV
1663594084000,32,25,FL
1663594173000,03,32,FL
1663594431000,15,08,CT
1663594475000,32,03,FL
1663598357000,33,15,KP
1663598571000,03,32,FL
1663598808000,33,19,KP
1663598845000,10,17,SV
1663598907000,32,03,FL
1663599137000,03,32,FL
1663594795000,20L,02R,RJ
1663548393000,10,17,SV
1663599521000,17,10,SV
1663555805000,17,10,SV
1663600237000,32,03,FL
1663600550000,10,17,SV
1663595962000,15,07,CT
1663595968000,15,08,GL
1663556282000,11L,29L,BR
1663601820000,03,07,FL
1663556606000,10,17,SV
1663602012000,17,10,SV
1663602289000,10,17,SV
1663558363000,15,11,GL
1663602447000,11R,32,BR
1663602643000,32,03,FL
1663608168000,15,26,GL
1663578588000,02R,08,RJ
1663608315000,18,16R,RF
1663608472000,11L,32,BR
1663608474000,16,09,CF
1663603009000,17,10,SV
1663603046000,03,32,FL
1663603208000,10,17,SV
1663603496000,17R,12,SP
1663603669000,17,10,SV
1663604358000,10,17,SV
1663604508000,17,10,SV
1663604751000,10,17,SV
1663604936000,17,10,SV
1663605376000,10,17,SV
1663605622000,17,10,SV
1663605671000,32,03,FL
1663605816000,10,17,SV
1663605951000,15,18,CT
1663606760000,15,21,GL
1663607157000,03,07,FL
1663609429000,15,21,GL
1663610425000,11L,06L,BR
1663610978000,33,36,KP
1663611090000,16,11L,CF
1663611406000,33,21,KP
1663611649000,03,32,FL
1663611707000,33,12,KP
1663611922000,11L,16,BR
1663612309000,32,03,FL
1663578872000,02R,20L,RJ
1663579223000,15,02R,GL
1663613037000,03,32,FL
1663613043000,17,10,SV
1663579473000,33,15,CT
1663613916000,11L,32,BR
1663614197000,32,07,FL
1663581066000,15,18,KP
1663614318000,10,17,SV
1663582579000,17R,12,SP
1663614750000,15,08,GL
1663615047000,32,03,FL
1663582683000,17R,15,SP
1663582925000,15,08,GL
1663615914000,15,08,GL
1663674302000,10,16L,SV
1663616230000,03,32,FL
1663616309000,11L,32,BR
1663616380000,17R,16,SP
1663616882000,32,03,FL
1663622289000,28L,10R,GR
1663674473000,21,26,FL
1663617123000,17,10,SV
1663674868000,17,10,SV
1663624708000,17R,11L,SP
1663624940000,29L,17R,BR
1663625088000,17,10,SV
1663625232000,10,17,SV
1663618001000,11L,32,BR
1663676859000,10,17,SV
1663618121000,11,29,PA
1663618152000,33,14,KP
1663618452000,10,17,SV
1663618774000,17,10,SV
1663618794000,15,33,KP
1663618951000,15,36,KP
1663618953000,10,17,SV
1663631548000,02R,20L,RJ
1663636394000,29,11,PA
1663639655000,11,29,PA
1663641254000,10R,28L,GR
1663642940000,33,15,CT
1663643486000,29,11,PA
1663644893000,11,29,PA
1663677036000,35L,12,SP
1663654285000,28L,10R,GR
1663654422000,11L,29L,BR
1663677060000,15,33,GL
1663662781000,10R,28L,GR
1663664045000,29,11,PA
1663677992000,17,10,SV
1663664672000,35L,17R,SP
1663665128000,15,29,KP
1663665131000,29,15,PA
1663666316000,20L,02R,RJ
1663667196000,11R,07,BR
1663669431000,02R,20L,RJ
1663670142000,17,10,SV
1663670516000,10,17,SV
1663670774000,15,21,GL
1663685421000,21,14,FL
1663686568000,14,21,FL
1663687234000,33,26,CT
1663688410000,10,17,SV
1663688860000,33,10,CT
1663688909000,11,29,PA
1663671318000,17,10,SV
1663671404000,10,17,SV
1663671810000,33,15,KP
1663689258000,17,10,SV
1663689372000,34,10,CF
1663672075000,15,26,GL
1663672118000,20L,02R,RJ
1663672328000,33,15,KP
1663678087000,11R,20L,BR
1663678372000,20L,11R,RJ
1663673030000,32,07,FL
1663691019000,11L,32,BR
1663691075000,35,17,SV
1663673081000,33,16,KP
1663691209000,10,35,SV
1663673453000,33,15,GL
1663691301000,17,10,SV
1663680187000,10,17,SV
1663691698000,10,17,SV
1663691888000,18,16,RF
1663692431000,15,33,CT
1663692703000,21,14,FL
1663692899000,15,21,GL
1663692955000,17,10,SV
1663701314000,21,14,FL
1663701350000,17,10,SV
1663693101000,29R,11L,BR
1663693169000,10,17,SV
1663693332000,11L,29R,BR
1663680558000,03,32,FL
1663693551000,17,10,SV
1663693838000,10,17,SV
1663694186000,14,21,FL
1663694223000,15,08,GL
1663701836000,28L,21,GR
1663702195000,28L,17,GR
1663702251000,10,17,SV
1663680835000,15,08,GL
1663702517000,15,26,CT
1663702679000,14,21,FL
1663702705000,11,13,PA
1663702840000,29R,11L,BR
1663702884000,15,26,GL
1663695322000,18,33,RF
1663695405000,17,10,SV
1663680942000,14,03,FL
1663703408000,20L,15,RJ
1663682162000,17,10,SV
1663704104000,17,10,SV
1663704437000,10,17,SV
1663704691000,33,15,KP
1663697106000,18,15,RF
1663697386000,14,07,FL
1663697434000,10,17,SV
1663697642000,21,14,FL
1663698079000,14,21,FL
1663698188000,18,12,RF
1663698460000,21,14,FL
1663699142000,14,21,FL
1663682340000,28L,10R,GR
1663706235000,16,34,CF
1663700139000,15,23,GL
1663683042000,21,14,FL
1663706708000,17R,35R,SP
1663707017000,17,10,SV
1663707505000,21,14,FL
1663707641000,10,17,SV
1663708028000,15,21,GL
1663683308000,33,08,CT
1663708788000,15,33,KP
1663709367000,28L,16,GR
1663710320000,17,10,SV
1663710556000,10,17,SV
1663711562000,14,21,FL
1663711611000,15,02C,GL
1663711870000,28L,16,GR
1663713505000,21,14,FL
1663715122000,17R,30,SP
1663715353000,21,14,FL
1663715493000,14,21,FL
1663716870000,17,10,SV
1663724247000,10R,28L,GR
1663726202000,17,10,SV
1663726710000,10,17,SV
1663726836000,17,10,SV
1663728271000,10,17,SV
1663732536000,17,10,SV
1663732696000,10,17,SV
1663732978000,11R,14,BR
1663750608000,15,36,KP
1663751762000,15,26,GL
1663752205000,02R,20L,RJ
1663754301000,17,10,SV
1663755059000,15,26,GL
1663756194000,10,17,SV
1663717330000,15,14,KP
1663717477000,11L,29R,BR
1663720303000,10,17,SV
1663683372000,14,21,FL
1663757183000,15,08,GL
1663757348000,11R,32,BR
1663683406000,10,17,SV
1663683497000,17,10,SV
1663757592000,15,08,GL
1663768014000,10,17,SV
1663768079000,03,32,FL
1663768105000,17,10,SV
1663683565000,34,16,CF
1663768274000,34,16,CF
1663683691000,21,14,FL
1663768280000,32,03,FL
1663768357000,21,32,FL
1663768408000,10,17,SV
1663759954000,17,10,SV
1663683865000,10,17,SV
1663768757000,17R,16,SP
1663684295000,14,25,FL
1663768855000,18,12,RF
1663760891000,10,17,SV
1663761032000,15,21,GL
1663761047000,21,14,FL
1663769049000,32,21,FL
1663684579000,28L,35,GR
1663769717000,14,32,FL
1663761906000,14,21,FL
1663684768000,14,21,FL
